class,stream,favorite_subject,interest,skill,overall_marks,math_score,science_score,english_score,logical_reasoning,communication_skill,creativity_score,recommended_career
11,Science,Mathematics,Engineering,Problem Solving,67,96,51,66,1,4,6,Engineer
12,Science,Biology,Healthcare,Research,65,67,77,74,2,5,2,Doctor
11,Science,Chemistry,Healthcare,Communication,75,98,59,47,10,3,6,Doctor
11,Arts,English,Design,Creativity,85,72,86,58,7,10,6,Graphic Designer
11,Commerce,Economics,Finance,Analysis,82,63,58,67,1,1,9,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,79,87,51,66,1,8,7,Chartered Accountant
12,Science,Biology,Healthcare,Communication,93,87,59,83,4,7,8,Doctor
11,Science,Biology,Healthcare,Communication,65,64,82,47,1,7,2,Doctor
12,Science,Computer Science,Technology,Programming,77,56,60,58,7,7,8,Software Engineer
12,Science,Chemistry,Healthcare,Research,61,100,65,81,7,6,6,Doctor
11,Arts,History,Writing,Writing,65,66,61,72,6,4,9,Journalist
12,Arts,Political Science,Government,Leadership,68,46,78,83,9,10,3,Civil Services
11,Arts,Political Science,Government,Leadership,98,88,82,53,5,7,2,Civil Services
12,Science,Mathematics,Artificial Intelligence,Programming,79,75,67,93,6,1,10,Data Scientist
11,Science,Mathematics,Engineering,Problem Solving,79,59,51,42,4,7,7,Engineer
12,Science,Mathematics,Engineering,Mathematics,67,62,61,80,4,1,2,Engineer
11,Commerce,Economics,Finance,Analysis,93,54,72,41,4,3,4,Chartered Accountant
12,Commerce,Mathematics,Finance,Mathematics,59,100,74,49,10,8,3,Financial Analyst
12,Arts,History,Writing,Communication,72,84,67,89,1,2,4,Journalist
12,Arts,Political Science,Government,Research,93,66,47,95,8,4,8,Civil Services
12,Arts,English,Design,Creativity,59,89,56,46,3,7,6,Graphic Designer
12,Commerce,Business Studies,Business,Communication,85,40,76,99,9,3,9,Business Manager
12,Arts,English,Design,Creativity,61,52,79,47,6,9,6,Graphic Designer
11,Arts,English,Writing,Writing,63,74,41,78,3,2,9,Journalist
11,Science,Physics,Engineering,Mathematics,67,48,92,99,2,3,7,Engineer
12,Commerce,Economics,Finance,Analysis,93,79,49,65,5,3,8,Financial Analyst
11,Commerce,Economics,Finance,Analysis,71,69,41,40,6,8,10,Chartered Accountant
11,Arts,Political Science,Government,Leadership,91,96,68,48,6,2,7,Civil Services
11,Science,Mathematics,Engineering,Mathematics,78,42,74,72,10,6,4,Engineer
11,Commerce,Economics,Finance,Analysis,65,66,77,78,9,6,4,Financial Analyst
11,Science,Physics,Engineering,Problem Solving,89,55,62,76,10,6,8,Engineer
11,Arts,English,Design,Creativity,66,42,93,93,10,8,2,Graphic Designer
11,Science,Computer Science,Programming,Programming,57,83,85,91,9,3,6,Software Engineer
11,Commerce,Business Studies,Business,Leadership,78,42,60,94,6,1,1,Business Manager
12,Science,Mathematics,Engineering,Problem Solving,85,40,40,68,9,9,2,Engineer
11,Commerce,Accountancy,Finance,Analysis,64,55,84,85,3,9,10,Chartered Accountant
11,Science,Biology,Healthcare,Communication,59,57,58,67,6,8,4,Doctor
12,Science,Computer Science,Programming,Programming,90,53,69,95,3,3,10,Software Engineer
12,Commerce,Business Studies,Business,Leadership,84,41,98,55,2,1,6,Business Manager
11,Commerce,Mathematics,Finance,Mathematics,74,45,45,58,9,8,7,Financial Analyst
12,Science,Chemistry,Healthcare,Research,78,68,71,42,2,7,8,Doctor
12,Arts,Political Science,Government,Research,68,41,85,44,10,2,9,Civil Services
12,Science,Computer Science,Technology,Problem Solving,59,50,83,97,9,8,3,Software Engineer
12,Arts,History,Writing,Communication,79,73,43,94,5,5,7,Journalist
11,Arts,English,Design,Creativity,62,79,100,58,3,1,3,Graphic Designer
12,Commerce,Business Studies,Management,Communication,74,54,49,80,6,4,2,Business Manager
11,Commerce,Economics,Finance,Analysis,86,78,71,40,8,6,3,Chartered Accountant
12,Commerce,Accountancy,Finance,Analysis,83,96,46,65,2,6,9,Chartered Accountant
11,Science,Chemistry,Healthcare,Communication,86,67,80,80,5,10,8,Doctor
12,Arts,History,Government,Leadership,63,63,49,75,6,4,1,Civil Services
12,Arts,English,Writing,Writing,97,79,96,70,10,2,2,Journalist
11,Science,Mathematics,Technology,Programming,76,91,48,62,1,8,1,Software Engineer
12,Science,Computer Science,Programming,Problem Solving,98,51,75,60,7,3,1,Software Engineer
11,Science,Mathematics,Programming,Programming,75,62,80,74,9,1,2,Software Engineer
11,Commerce,Business Studies,Business,Communication,63,65,40,85,4,1,4,Business Manager
11,Science,Mathematics,Technology,Problem Solving,84,40,90,44,4,4,8,Software Engineer
11,Science,Computer Science,Technology,Problem Solving,96,66,88,77,4,9,9,Software Engineer
11,Commerce,Economics,Finance,Analysis,79,68,41,41,9,3,1,Financial Analyst
11,Arts,English,Design,Creativity,88,91,75,43,7,8,4,Graphic Designer
11,Arts,English,Design,Creativity,70,77,48,59,8,1,3,Graphic Designer
12,Commerce,Business Studies,Business,Leadership,72,60,65,72,10,10,2,Business Manager
12,Commerce,Economics,Finance,Mathematics,66,89,46,69,8,7,9,Chartered Accountant
12,Commerce,Business Studies,Management,Leadership,96,49,69,46,2,8,2,Business Manager
12,Arts,English,Writing,Writing,81,68,94,70,8,8,10,Journalist
11,Science,Computer Science,Artificial Intelligence,Analysis,59,78,43,98,10,3,8,Data Scientist
12,Science,Mathematics,Technology,Analysis,93,79,98,87,4,8,8,Data Scientist
12,Science,Physics,Engineering,Mathematics,76,94,59,68,10,7,10,Engineer
11,Arts,English,Writing,Communication,80,53,45,44,9,5,8,Journalist
11,Commerce,Economics,Finance,Analysis,86,97,79,91,3,7,2,Chartered Accountant
12,Commerce,Economics,Finance,Mathematics,63,98,92,90,2,7,9,Chartered Accountant
12,Science,Physics,Engineering,Problem Solving,92,46,65,65,5,7,5,Engineer
11,Arts,History,Government,Leadership,68,44,46,86,5,4,3,Civil Services
11,Science,Physics,Engineering,Problem Solving,88,49,67,97,2,8,4,Engineer
11,Arts,Political Science,Government,Leadership,71,55,72,90,4,4,9,Civil Services
12,Commerce,Accountancy,Finance,Analysis,100,79,54,82,8,7,3,Chartered Accountant
11,Science,Mathematics,Technology,Analysis,75,79,54,80,4,10,9,Data Scientist
11,Science,Computer Science,Technology,Problem Solving,70,86,94,91,3,6,10,Software Engineer
12,Science,Mathematics,Artificial Intelligence,Programming,100,46,69,69,1,6,4,Data Scientist
11,Arts,English,Design,Creativity,97,56,80,94,1,3,6,Graphic Designer
11,Arts,English,Design,Creativity,64,70,47,74,10,10,8,Graphic Designer
12,Arts,Political Science,Government,Research,93,94,48,70,3,1,8,Civil Services
11,Science,Mathematics,Technology,Programming,82,58,85,58,1,7,4,Software Engineer
11,Commerce,Economics,Finance,Mathematics,82,45,86,89,5,9,10,Financial Analyst
12,Science,Physics,Engineering,Problem Solving,86,55,45,76,5,5,5,Engineer
11,Arts,English,Design,Creativity,58,94,59,93,8,5,1,Graphic Designer
12,Arts,History,Government,Leadership,56,99,60,74,1,3,8,Civil Services
11,Commerce,Economics,Finance,Mathematics,93,86,44,95,5,1,1,Financial Analyst
12,Science,Computer Science,Technology,Programming,66,97,99,46,10,2,5,Data Scientist
11,Commerce,Business Studies,Management,Communication,95,71,86,75,4,3,6,Business Manager
11,Commerce,Economics,Finance,Analysis,62,60,79,93,3,6,3,Chartered Accountant
12,Arts,History,Writing,Writing,84,99,81,69,6,5,4,Journalist
11,Commerce,Accountancy,Finance,Analysis,86,68,45,62,10,8,5,Chartered Accountant
11,Arts,History,Writing,Writing,78,94,44,52,8,7,10,Journalist
11,Science,Computer Science,Technology,Programming,90,94,67,71,9,10,2,Data Scientist
11,Commerce,Accountancy,Finance,Analysis,98,97,72,51,8,1,10,Chartered Accountant
12,Arts,English,Design,Creativity,86,67,86,68,7,4,1,Graphic Designer
12,Science,Computer Science,Technology,Analysis,84,79,42,78,4,3,2,Data Scientist
11,Arts,English,Writing,Writing,73,50,98,56,6,1,5,Journalist
11,Science,Mathematics,Engineering,Mathematics,65,76,86,84,6,8,10,Engineer
12,Science,Physics,Engineering,Mathematics,73,94,40,87,10,4,10,Engineer
12,Arts,English,Design,Creativity,90,75,90,49,5,10,6,Graphic Designer
12,Science,Biology,Healthcare,Communication,86,42,89,86,7,6,3,Doctor
12,Science,Computer Science,Artificial Intelligence,Analysis,95,56,59,56,9,9,1,Data Scientist
12,Commerce,Business Studies,Management,Leadership,96,73,40,96,1,3,8,Business Manager
11,Science,Biology,Healthcare,Communication,63,44,90,86,6,6,5,Doctor
11,Arts,English,Design,Creativity,94,42,86,75,3,10,6,Graphic Designer
11,Arts,English,Design,Creativity,72,40,44,85,2,10,8,Graphic Designer
11,Science,Mathematics,Engineering,Problem Solving,93,73,41,73,5,7,4,Engineer
12,Science,Physics,Engineering,Problem Solving,65,82,44,89,10,1,2,Engineer
12,Science,Physics,Engineering,Problem Solving,81,44,59,76,4,8,8,Engineer
11,Commerce,Economics,Finance,Mathematics,74,71,42,95,9,2,8,Chartered Accountant
11,Science,Biology,Healthcare,Research,70,71,45,49,9,6,4,Doctor
11,Arts,English,Design,Creativity,67,69,69,95,2,7,9,Graphic Designer
12,Arts,English,Writing,Writing,69,53,74,96,3,6,9,Journalist
12,Commerce,Business Studies,Management,Communication,59,86,77,77,6,3,8,Business Manager
12,Science,Computer Science,Technology,Problem Solving,94,49,66,57,4,6,5,Software Engineer
11,Arts,History,Government,Leadership,62,66,72,46,3,4,4,Civil Services
11,Arts,History,Government,Leadership,89,89,58,73,4,4,10,Civil Services
11,Science,Mathematics,Technology,Programming,79,67,88,54,4,5,7,Software Engineer
12,Science,Computer Science,Technology,Analysis,59,94,93,43,4,9,8,Data Scientist
11,Science,Computer Science,Technology,Problem Solving,69,99,95,41,4,2,5,Software Engineer
12,Arts,Political Science,Government,Research,93,63,86,72,9,9,1,Civil Services
12,Commerce,Business Studies,Management,Communication,77,78,94,82,6,2,7,Business Manager
11,Commerce,Business Studies,Business,Leadership,81,51,89,89,4,9,10,Business Manager
11,Science,Mathematics,Programming,Programming,87,86,74,61,1,4,1,Software Engineer
11,Science,Mathematics,Engineering,Problem Solving,61,74,62,51,5,4,3,Engineer
12,Science,Computer Science,Technology,Analysis,58,61,95,86,10,2,1,Data Scientist
11,Commerce,Business Studies,Business,Communication,90,65,47,58,6,9,3,Business Manager
11,Commerce,Mathematics,Finance,Analysis,88,60,98,66,8,3,4,Financial Analyst
12,Commerce,Mathematics,Finance,Analysis,62,40,76,68,8,6,6,Financial Analyst
11,Science,Mathematics,Programming,Programming,59,90,72,59,3,1,2,Software Engineer
11,Commerce,Economics,Finance,Mathematics,62,71,72,59,7,6,6,Financial Analyst
11,Science,Computer Science,Technology,Problem Solving,91,95,60,63,6,2,8,Software Engineer
11,Commerce,Mathematics,Finance,Mathematics,82,96,69,84,3,2,5,Financial Analyst
12,Science,Biology,Healthcare,Research,66,91,65,49,4,10,9,Doctor
11,Commerce,Business Studies,Business,Communication,80,84,78,44,7,7,3,Business Manager
11,Science,Mathematics,Programming,Problem Solving,67,89,70,84,9,7,2,Software Engineer
11,Arts,English,Design,Creativity,78,44,53,41,2,2,7,Graphic Designer
11,Science,Mathematics,Engineering,Problem Solving,97,44,75,66,5,9,5,Engineer
11,Arts,English,Design,Creativity,64,44,90,62,6,4,7,Graphic Designer
11,Science,Mathematics,Artificial Intelligence,Programming,55,80,99,96,1,10,6,Data Scientist
11,Commerce,Economics,Finance,Analysis,100,43,59,50,6,7,2,Chartered Accountant
11,Arts,English,Design,Creativity,99,78,89,81,8,2,2,Graphic Designer
11,Commerce,Business Studies,Business,Leadership,73,59,88,95,8,5,8,Business Manager
11,Science,Computer Science,Technology,Programming,75,93,74,43,6,1,4,Data Scientist
11,Commerce,Mathematics,Finance,Mathematics,92,66,87,47,5,8,3,Financial Analyst
11,Science,Computer Science,Programming,Programming,74,91,95,89,6,8,2,Software Engineer
12,Commerce,Accountancy,Finance,Analysis,91,68,78,44,4,5,7,Chartered Accountant
12,Science,Physics,Engineering,Problem Solving,97,99,80,46,10,2,7,Engineer
12,Science,Physics,Engineering,Problem Solving,56,56,58,100,4,5,2,Engineer
11,Science,Chemistry,Healthcare,Communication,92,78,74,73,9,8,6,Doctor
11,Science,Mathematics,Engineering,Mathematics,72,58,46,49,3,10,7,Engineer
12,Science,Mathematics,Artificial Intelligence,Programming,82,79,87,60,2,3,1,Data Scientist
12,Arts,History,Government,Research,79,43,52,65,10,10,9,Civil Services
11,Science,Mathematics,Technology,Programming,78,100,73,88,9,1,3,Software Engineer
11,Science,Computer Science,Technology,Programming,86,41,82,47,7,3,1,Data Scientist
12,Science,Mathematics,Engineering,Problem Solving,63,46,73,52,4,1,3,Engineer
11,Science,Computer Science,Technology,Programming,91,41,79,50,3,8,2,Data Scientist
12,Arts,English,Design,Creativity,56,72,65,61,1,5,5,Graphic Designer
12,Arts,English,Design,Creativity,84,56,64,75,10,3,4,Graphic Designer
12,Arts,History,Government,Research,89,60,96,91,7,10,2,Civil Services
11,Science,Computer Science,Technology,Problem Solving,73,82,61,98,7,5,2,Software Engineer
12,Science,Mathematics,Programming,Problem Solving,58,44,91,88,10,1,7,Software Engineer
12,Science,Mathematics,Engineering,Problem Solving,70,68,82,66,6,10,7,Engineer
11,Science,Chemistry,Healthcare,Research,89,76,77,78,2,7,1,Doctor
11,Science,Physics,Engineering,Mathematics,91,63,53,59,7,7,4,Engineer
12,Science,Computer Science,Technology,Programming,91,55,64,68,4,4,6,Software Engineer
12,Arts,History,Government,Leadership,85,58,69,53,3,2,5,Civil Services
11,Arts,Political Science,Government,Leadership,73,93,70,40,2,1,6,Civil Services
11,Arts,History,Writing,Writing,55,81,46,80,1,10,5,Journalist
11,Arts,History,Government,Leadership,84,76,70,46,8,5,4,Civil Services
12,Arts,English,Design,Creativity,79,87,64,66,7,10,3,Graphic Designer
11,Science,Computer Science,Technology,Programming,69,84,91,57,5,5,3,Software Engineer
12,Commerce,Accountancy,Finance,Analysis,85,49,99,51,2,2,4,Chartered Accountant
12,Science,Mathematics,Engineering,Mathematics,64,95,45,71,6,7,2,Engineer
12,Science,Computer Science,Artificial Intelligence,Programming,98,69,43,63,9,3,5,Data Scientist
12,Arts,English,Design,Creativity,56,94,97,60,1,10,1,Graphic Designer
12,Science,Mathematics,Engineering,Problem Solving,64,61,64,66,9,6,3,Engineer
12,Science,Physics,Engineering,Problem Solving,94,75,40,78,7,1,10,Engineer
11,Arts,English,Design,Creativity,82,60,89,77,8,10,3,Graphic Designer
11,Arts,History,Government,Research,60,42,44,80,1,9,5,Civil Services
12,Arts,History,Government,Leadership,55,63,81,43,3,1,4,Civil Services
12,Science,Physics,Engineering,Mathematics,63,76,96,49,9,5,8,Engineer
11,Science,Chemistry,Healthcare,Communication,67,100,40,72,7,2,1,Doctor
12,Arts,History,Writing,Writing,81,76,70,72,5,1,4,Journalist
12,Science,Physics,Engineering,Mathematics,92,46,46,84,7,4,8,Engineer
11,Commerce,Economics,Finance,Mathematics,64,43,61,45,9,3,8,Chartered Accountant
11,Science,Physics,Engineering,Mathematics,98,91,80,42,9,9,2,Engineer
12,Science,Computer Science,Technology,Programming,96,100,87,64,8,9,9,Software Engineer
12,Arts,History,Writing,Writing,91,72,81,48,3,1,6,Journalist
11,Science,Computer Science,Technology,Programming,89,62,99,54,9,10,9,Data Scientist
11,Arts,History,Writing,Writing,69,64,86,82,10,1,5,Journalist
11,Arts,History,Government,Leadership,69,94,73,99,4,8,2,Civil Services
11,Science,Physics,Engineering,Mathematics,65,40,95,87,4,6,5,Engineer
11,Arts,Political Science,Government,Leadership,83,48,73,61,1,2,9,Civil Services
11,Arts,History,Writing,Communication,73,78,42,40,1,10,9,Journalist
12,Arts,English,Writing,Communication,62,93,58,65,3,4,10,Journalist
11,Arts,Political Science,Government,Leadership,59,62,90,89,9,8,10,Civil Services
11,Arts,Political Science,Government,Research,63,66,84,99,9,2,3,Civil Services
11,Arts,English,Design,Creativity,57,57,77,56,3,2,5,Graphic Designer
11,Arts,English,Design,Creativity,62,92,69,66,7,8,7,Graphic Designer
11,Commerce,Economics,Finance,Mathematics,93,44,82,95,3,1,3,Chartered Accountant
12,Arts,Political Science,Government,Research,95,57,87,74,4,1,1,Civil Services
12,Arts,Political Science,Government,Research,60,67,71,54,8,3,2,Civil Services
11,Arts,History,Government,Research,81,97,93,47,3,5,6,Civil Services
12,Science,Mathematics,Engineering,Problem Solving,70,91,83,48,4,3,4,Engineer
12,Commerce,Business Studies,Business,Communication,80,86,100,42,7,4,1,Business Manager
11,Commerce,Mathematics,Finance,Mathematics,69,50,87,40,5,7,9,Financial Analyst
12,Science,Mathematics,Artificial Intelligence,Programming,96,73,86,99,2,3,1,Data Scientist
11,Science,Computer Science,Artificial Intelligence,Analysis,66,41,59,53,2,1,1,Data Scientist
12,Arts,English,Design,Creativity,72,92,91,49,4,8,1,Graphic Designer
12,Arts,English,Design,Creativity,76,53,44,65,7,7,9,Graphic Designer
11,Arts,History,Writing,Communication,67,97,96,60,6,3,1,Journalist
12,Science,Chemistry,Healthcare,Research,89,82,41,66,8,4,4,Doctor
12,Arts,History,Government,Leadership,59,71,75,87,10,3,1,Civil Services
12,Science,Computer Science,Programming,Problem Solving,99,57,98,64,4,6,9,Software Engineer
12,Science,Mathematics,Engineering,Problem Solving,65,76,71,59,6,10,8,Engineer
11,Science,Computer Science,Technology,Analysis,60,70,80,76,2,5,10,Data Scientist
12,Science,Computer Science,Artificial Intelligence,Programming,70,43,100,83,10,10,8,Data Scientist
11,Science,Computer Science,Technology,Analysis,55,58,55,63,6,6,1,Data Scientist
12,Science,Mathematics,Technology,Programming,85,89,92,41,4,5,2,Data Scientist
12,Commerce,Economics,Finance,Mathematics,75,54,63,49,9,10,2,Chartered Accountant
11,Science,Computer Science,Technology,Programming,93,94,99,92,10,3,2,Software Engineer
12,Arts,English,Design,Creativity,86,42,83,93,5,4,5,Graphic Designer
11,Science,Mathematics,Technology,Programming,99,93,67,50,6,5,10,Data Scientist
12,Arts,History,Government,Research,95,46,92,49,8,4,3,Civil Services
12,Commerce,Economics,Finance,Analysis,58,69,69,93,3,9,4,Financial Analyst
12,Commerce,Mathematics,Finance,Analysis,96,94,56,89,7,8,6,Financial Analyst
11,Commerce,Business Studies,Business,Communication,58,78,96,76,10,6,6,Business Manager
12,Science,Mathematics,Engineering,Mathematics,72,76,94,84,2,6,4,Engineer
11,Arts,History,Government,Research,93,46,75,42,7,6,1,Civil Services
12,Science,Computer Science,Artificial Intelligence,Analysis,59,100,61,84,4,9,9,Data Scientist
11,Science,Biology,Healthcare,Research,64,73,42,75,1,5,7,Doctor
12,Arts,English,Design,Creativity,62,52,65,85,8,8,10,Graphic Designer
12,Arts,Political Science,Government,Leadership,59,98,72,54,1,6,10,Civil Services
12,Arts,English,Design,Creativity,85,64,50,82,2,8,9,Graphic Designer
11,Science,Mathematics,Technology,Programming,80,72,75,45,6,3,8,Data Scientist
12,Arts,English,Design,Creativity,62,83,83,73,7,7,5,Graphic Designer
12,Commerce,Economics,Finance,Analysis,93,55,62,53,6,10,4,Chartered Accountant
